region,year,income_pc
Ставропольский край,2013,18616.0
Ставропольский край,2014,20258.0
Ставропольский край,2015,20871.0
Ставропольский край,2016,20532.0
Ставропольский край,2017,21912.0
Ставропольский край,2018,22724.0
Ставропольский край,2019,23591.0
Ставропольский край,2020,23305.0
Ставропольский край,2021,25133.0
Ставропольский край,2022,30100.0
Ставропольский край,2023,32930.0
Ставропольский край,2024,33525.0
Ставропольский край,2025,39225.0
Тамбовская область,2011,15152.0
Тамбовская область,2012,17453.0
Тамбовская область,2013,19690.0
Тамбовская область,2014,21750.0
Тамбовская область,2015,24876.0
Тамбовская область,2016,25782.0
Тамбовская область,2017,26072.0
Тамбовская область,2018,26843.0
Тамбовская область,2019,28176.0
Тамбовская область,2020,27924.0
Тамбовская область,2021,30290.0
Тамбовская область,2022,34783.0
Тамбовская область,2023,39229.0
Тамбовская область,2024,40235.0
Тамбовская область,2025,47854.0
Тверская область,2011,14946.0
Тверская область,2012,17290.0
Тверская область,2013,19282.0
Тверская область,2014,20902.0
Тверская область,2015,23703.0
Тверская область,2016,24101.0
Тверская область,2017,24399.0
Тверская область,2018,25181.0
Тверская область,2019,27281.0
Тверская область,2020,27771.0
Тверская область,2021,30773.0
Тверская область,2022,36265.0
Тверская область,2023,41274.0
Тверская область,2024,42940.0
Тверская область,2025,49894.0
Томская область,2011,16520.0
Томская область,2012,18041.0
Томская область,2013,22902.0
Томская область,2014,24375.0
Томская область,2015,26885.0
Томская область,2016,26232.0
Томская область,2017,26778.0
Томская область,2018,27392.0
Томская область,2019,28494.0
Томская область,2020,29001.0
Томская область,2021,31210.0
Томская область,2022,37954.0
Томская область,2023,41600.0
Томская область,2024,43745.0
Томская область,2025,52170.0
Тульская область,2011,16944.0
Тульская область,2012,19235.0
Тульская область,2013,19496.0
Тульская область,2014,21656.0
Тульская область,2015,25035.0
Тульская область,2016,26257.0
Тульская область,2017,26550.0
Тульская область,2018,26429.0
Тульская область,2019,27625.0
Тульская область,2020,28315.0
Тульская область,2021,30935.0
Тульская область,2022,37146.0
Тульская область,2023,42375.0
Тульская область,2024,47141.0
Тульская область,2025,57156.0
Тюменская область,2011,30698.0
Тюменская область,2012,33449.0
Тюменская область,2013,36125.0
Тюменская область,2014,37724.0
Тюменская область,2015,41810.0
Тюменская область,2016,42552.0
Тюменская область,2017,44108.0
Тюменская область,2018,46417.0
Тюменская область,2019,48729.0
Тюменская область,2020,50206.0
Тюменская область,2021,53105.0
Тюменская область,2022,62161.0
Тюменская область,2023,69341.0
Тюменская область,2024,77834.0
Тюменская область,2025,86777.0
Тюменская область без автономных округов,2011,20673.0
Тюменская область без автономных округов,2012,22572.0
Тюменская область без автономных округов,2013,22984.0
Тюменская область без автономных округов,2014,24867.0
Тюменская область без автономных округов,2015,27068.0
Тюменская область без автономных округов,2016,26594.0
Тюменская область без автономных округов,2017,27132.0
Тюменская область без автономных округов,2018,29443.0
Тюменская область без автономных округов,2019,30608.0
Тюменская область без автономных округов,2020,30971.0
Тюменская область без автономных округов,2021,32956.0
Тюменская область без автономных округов,2022,39047.0
Тюменская область без автономных округов,2023,43350.0
Тюменская область без автономных округов,2024,49105.0
Тюменская область без автономных округов,2025,56190.0
Удмуртская Республика,2011,14468.0
Удмуртская Республика,2012,16749.0
Удмуртская Республика,2013,17874.0
Удмуртская Республика,2014,20317.0
Удмуртская Республика,2015,24493.0
Удмуртская Республика,2016,23905.0
Удмуртская Республика,2017,24336.0
Удмуртская Республика,2018,24221.0
Удмуртская Республика,2019,25537.0
Удмуртская Республика,2020,25997.0
Удмуртская Республика,2021,28346.0
Удмуртская Республика,2022,33820.0
Удмуртская Республика,2023,38939.0
Удмуртская Республика,2024,44104.0
Удмуртская Республика,2025,52411.0
Ульяновская область,2011,14319.0
Ульяновская область,2012,16399.0
Ульяновская область,2013,17898.0
Ульяновская область,2014,20632.0
Ульяновская область,2015,22805.0
Ульяновская область,2016,22731.0
Ульяновская область,2017,23423.0
Ульяновская область,2018,22954.0
Ульяновская область,2019,23895.0
Ульяновская область,2020,24813.0
Ульяновская область,2021,27112.0
Ульяновская область,2022,31670.0
Ульяновская область,2023,35783.0
Ульяновская область,2024,38408.0
Ульяновская область,2025,46013.0
Хабаровский край,2011,23774.0
Хабаровский край,2012,25713.0
Хабаровский край,2013,29257.0
Хабаровский край,2014,31262.0
Хабаровский край,2015,35550.0
Хабаровский край,2016,36673.0
Хабаровский край,2017,37222.0
Хабаровский край,2018,39225.0
Хабаровский край,2019,41618.0
Хабаровский край,2020,41931.0
Хабаровский край,2021,44310.0
Хабаровский край,2022,52656.0
Хабаровский край,2023,58092.0
Хабаровский край,2024,61478.0
Хабаровский край,2025,72110.0
Ханты - Мансийский автономный округ - Югра,2011,33916.0
Ханты - Мансийский автономный округ - Югра,2012,36313.0
Ханты - Мансийский автономный округ - Югра,2013,39821.0
Ханты - Мансийский автономный округ - Югра,2014,40720.0
Ханты - Мансийский автономный округ - Югра,2015,46088.0
Ханты - Мансийский автономный округ - Югра,2016,46768.0
Ханты - Мансийский автономный округ - Югра,2017,48631.0
Ханты - Мансийский автономный округ - Югра,2018,50590.0
Ханты - Мансийский автономный округ - Югра,2019,53205.0
Ханты - Мансийский автономный округ - Югра,2020,54264.0
Ханты - Мансийский автономный округ - Югра,2021,56644.0
Ханты - Мансийский автономный округ - Югра,2022,66517.0
Ханты - Мансийский автономный округ - Югра,2023,72634.0
Ханты - Мансийский автономный округ - Югра,2024,80824.0
Ханты - Мансийский автономный округ - Югра,2025,90315.0
Челябинская область,2011,18459.0
Челябинская область,2012,19815.0
Челябинская область,2013,21967.0
Челябинская область,2014,23064.0
Челябинская область,2015,24646.0
Челябинская область,2016,23647.0
Челябинская область,2017,23708.0
Челябинская область,2018,24378.0
Челябинская область,2019,25416.0
Челябинская область,2020,26628.0
Челябинская область,2021,29474.0
Челябинская область,2022,35347.0
Челябинская область,2023,39703.0
Челябинская область,2024,43849.0
Челябинская область,2025,50190.0
Чеченская Республика,2011,14025.0
Чеченская Республика,2012,15270.0
Чеченская Республика,2013,18171.0
Чеченская Республика,2014,19746.0
Чеченская Республика,2015,22703.0
Чеченская Республика,2016,22854.0
Чеченская Республика,2017,22484.0
Чеченская Республика,2018,23207.0
Чеченская Республика,2019,24166.0
Чеченская Республика,2020,24645.0
Чеченская Республика,2021,26425.0
Чеченская Республика,2022,30751.0
Чеченская Республика,2023,35920.0
Чеченская Республика,2024,34876.0
Чеченская Республика,2025,40966.0
Чувашская Республика,2011,12090.0
Чувашская Республика,2012,13784.0
Чувашская Республика,2013,14834.0
Чувашская Республика,2014,16455.0
Чувашская Республика,2015,18244.0
Чувашская Республика,2016,17767.0
Чувашская Республика,2017,18088.0
Чувашская Республика,2018,18617.0
Чувашская Республика,2019,20351.0
Чувашская Республика,2020,21384.0
Чувашская Республика,2021,23926.0
Чувашская Республика,2022,28702.0
Чувашская Республика,2023,34129.0
Чувашская Республика,2024,36432.0
Чувашская Республика,2025,43387.0
Чукотский автономный округ,2011,43156.0
Чукотский автономный округ,2012,48860.0
Чукотский автономный округ,2013,56200.0
Чукотский автономный округ,2014,60815.0
Чукотский автономный округ,2015,64459.0
Чукотский автономный округ,2016,69211.0
Чукотский автономный округ,2017,74940.0
Чукотский автономный округ,2018,81206.0
Чукотский автономный округ,2019,86234.0
Чукотский автономный округ,2020,92980.0
Чукотский автономный округ,2021,104178.0
Чукотский автономный округ,2022,138161.0
Чукотский автономный округ,2023,156988.0
Чукотский автономный округ,2024,174545.0
Чукотский автономный округ,2025,195523.0
Ямало - Ненецкий автономный округ,2011,46947.0
Ямало - Ненецкий автономный округ,2012,53136.0
Ямало - Ненецкий автономный округ,2013,59885.0
Ямало - Ненецкий автономный округ,2014,63633.0
Ямало - Ненецкий автономный округ,2015,69942.0
Ямало - Ненецкий автономный округ,2016,75414.0
Ямало - Ненецкий автономный округ,2017,79805.0
Ямало - Ненецкий автономный округ,2018,84067.0
Ямало - Ненецкий автономный округ,2019,89655.0
Ямало - Ненецкий автономный округ,2020,96553.0
Ямало - Ненецкий автономный округ,2021,104323.0
Ямало - Ненецкий автономный округ,2022,120010.0
Ямало - Ненецкий автономный округ,2023,139651.0
Ямало - Ненецкий автономный округ,2024,157590.0
Ямало - Ненецкий автономный округ,2025,169849.0
Ярославская область,2011,15520.0
Ярославская область,2012,18648.0
Ярославская область,2013,20744.0
Ярославская область,2014,22972.0
Ярославская область,2015,26799.0
Ярославская область,2016,26997.0
Ярославская область,2017,27477.0
Ярославская область,2018,27393.0
Ярославская область,2019,29056.0
Ярославская область,2020,29978.0
Ярославская область,2021,33697.0
Ярославская область,2022,40667.0
Ярославская область,2023,46684.0
Ярославская область,2024,47890.0
Ярославская область,2025,54877.0
г. Москва,2011,47205.0
г. Москва,2012,49596.0
г. Москва,2013,56409.0
г. Москва,2014,55670.0
г. Москва,2015,60465.0
г. Москва,2016,61649.0
г. Москва,2017,64805.0
г. Москва,2018,68915.0
г. Москва,2019,74475.0
г. Москва,2020,76320.0
г. Москва,2021,86453.0
г. Москва,2022,102143.0
г. Москва,2023,117103.0
г. Москва,2024,123885.0
г. Москва,2025,145351.0
г. Санкт-Петербург,2011,26012.0
г. Санкт-Петербург,2012,27654.0
г. Санкт-Петербург,2013,30179.0
г. Санкт-Петербург,2014,32701.0
г. Санкт-Петербург,2015,36757.0
г. Санкт-Петербург,2016,39002.0
г. Санкт-Петербург,2017,41302.0
г. Санкт-Петербург,2018,43889.0
г. Санкт-Петербург,2019,45999.0
г. Санкт-Петербург,2020,47664.0
г. Санкт-Петербург,2021,55679.0
г. Санкт-Петербург,2022,65395.0
г. Санкт-Петербург,2023,72037.0
г. Санкт-Петербург,2024,82125.0
г. Санкт-Петербург,2025,99019.0
г. Севастополь,2011,
г. Севастополь,2012,
г. Севастополь,2013,
г. Севастополь,2014,
г. Севастополь,2015,17324.0
г. Севастополь,2016,24746.0
г. Севастополь,2017,25950.0
г. Севастополь,2018,25911.0
г. Севастополь,2019,26423.0
г. Севастополь,2020,27267.0
г. Севастополь,2021,31603.0
г. Севастополь,2022,35679.0
г. Севастополь,2023,39968.0
г. Севастополь,2024,38243.0
г. Севастополь,2025,43193.0
