variable,coefficient,std_error,t_stat,p_value
const,-4.781142917783198,8.215653782606307,-0.5819552581324141,0.5624934687486229
income_pc,1.588473627270695e-05,2.3558668926922314e-05,0.6742628932891124,0.5023969749098571
online_buyers_pct,0.04928501382911653,0.08626375016160075,0.5713293676288044,0.5696327591837487
cashless_payments_index,0.061864131720312646,0.03799648859993995,1.628153916317689,0.10805022168150784
